id,uuid,observed_on_string,observed_on,time_observed_at,user_id,user_login,user_name,created_at,updated_at,url,image_url,tag_list,description,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_device,place_town_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
144586582,04916a65-bd12-4545-bb6b-29153bcc122b,12/17/2022 15:33,12/17/2022,2022-12-17 23:33:47 UTC,2585416,carawhite,Cara White,2022-12-18 06:43:59 UTC,2023-01-01 18:18:58 UTC,https://www.inaturalist.org/observations/144586582,https://inaturalist-open-data.s3.amazonaws.com/photos/248187252/medium.jpeg,,,FALSE,Marys River Park,44.53627965,-123.3726015,235,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
144826346,b952f858-ed03-48d5-a6ae-a1d69c0d0d75,2022-12-21 14:24:46-08:00,12/21/2022,2022-12-21 22:24:46 UTC,3578744,holyegg,Corey Brooke,2022-12-22 01:23:28 UTC,2022-12-22 01:33:34 UTC,https://www.inaturalist.org/observations/144826346,https://inaturalist-open-data.s3.amazonaws.com/photos/248654992/medium.jpg,,"Watched it catch two carp. I swear that it waved at me twice (or maybe shot me the finger, who can tell, but definitely a communicative gesture).",FALSE,"Eugene, OR, US",44.05831383,-123.26963,43,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
144869598,fbd63796-54ed-437d-94dc-3a3a9d4c89fc,12/22/2022 9:24,12/22/2022,2022-12-22 17:24:00 UTC,3505685,danithedeer,Dani,2022-12-22 18:45:57 UTC,2024-12-05 04:16:05 UTC,https://www.inaturalist.org/observations/144869598,https://inaturalist-open-data.s3.amazonaws.com/photos/248740023/medium.jpg,,,FALSE,"Deschutes County, OR, USA",44.31247531,-121.2383462,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
145117715,f252971a-3735-40b5-a1e9-1047a8820182,12/25/2022 10:23,12/25/2022,2022-12-25 18:23:00 UTC,949470,cgates326,Chuck Gates,2022-12-26 16:59:34 UTC,2024-12-05 04:15:12 UTC,https://www.inaturalist.org/observations/145117715,https://inaturalist-open-data.s3.amazonaws.com/photos/249219072/medium.jpg,,,FALSE,"Crook County, OR, USA",44.111948,-119.9975491,122,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
145285718,fc6548a8-19d6-43e6-8336-944160823631,12/28/2022 11:36,12/28/2022,2022-12-28 19:36:00 UTC,4882882,t_wayne_s,,2022-12-28 21:00:12 UTC,2023-01-04 19:46:02 UTC,https://www.inaturalist.org/observations/145285718,https://inaturalist-open-data.s3.amazonaws.com/photos/249543572/medium.jpeg,,The belly slides 😍,FALSE,"Klamath County, OR, USA",42.20801851,-121.7737182,152,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
145372612,2597e1e4-1b1b-4168-b68e-792ecd1e36f5,12/29/2022 9:49,12/29/2022,2022-12-29 17:49:00 UTC,589062,insectology,Patricia,2022-12-29 20:28:39 UTC,2023-01-02 16:44:07 UTC,https://www.inaturalist.org/observations/145372612,https://inaturalist-open-data.s3.amazonaws.com/photos/249685060/medium.jpeg,,,FALSE,"Greenway, Beaverton, OR 97008, USA",45.45088,-122.793075,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
146555866,cc3824b6-6c76-4d44-b974-fdc3db1e48ba,1/14/2023 10:48,1/14/2023,2023-01-14 18:48:00 UTC,1117485,oregonbirder0,Oregon Birder,2023-01-14 20:35:04 UTC,2023-09-11 03:40:16 UTC,https://www.inaturalist.org/observations/146555866,https://static.inaturalist.org/photos/251990769/medium.jpeg,,,FALSE,"Hammond Boat Basin, Warrenton, OR 97121, USA",46.2026035,-123.949869,1501,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
146745440,c42c5bdd-b0f8-4938-ab80-99e65f8bd690,2023-01-15 15:01:07-08:00,1/15/2023,2023-01-15 23:01:07 UTC,5318829,pelagicvole,Lex,2023-01-17 06:22:49 UTC,2024-03-07 17:07:48 UTC,https://www.inaturalist.org/observations/146745440,https://inaturalist-open-data.s3.amazonaws.com/photos/252364813/medium.jpg,,Roadkill,FALSE,"US-101, North Bend, OR, US",43.44458575,-124.2224387,22,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
146991042,0e60279e-22dd-4aac-93ca-8041d718d84a,1/20/2023 11:05,1/20/2023,2023-01-20 19:05:00 UTC,353521,patty_teague,Patricia Teague,2023-01-21 00:19:52 UTC,2024-07-31 15:55:16 UTC,https://www.inaturalist.org/observations/146991042,https://inaturalist-open-data.s3.amazonaws.com/photos/252846359/medium.jpg,,,FALSE,Lewis & Clark NHP Netul River Trail,46.12475167,-123.8768183,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
147072018,1fbb125d-fe63-46ec-8264-715d29ac50eb,1/21/2023 9:52,1/21/2023,2023-01-21 17:52:54 UTC,5658361,izzysigrist12,,2023-01-22 01:28:43 UTC,2025-05-08 00:22:47 UTC,https://www.inaturalist.org/observations/147072018,https://inaturalist-open-data.s3.amazonaws.com/photos/253003278/medium.jpeg,,,FALSE,"Metzger, OR, USA",45.43149892,-122.7587662,11,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
147292703,edea2284-d825-4d35-af65-4d67e5481d73,1/23/2023 13:34,1/23/2023,2023-01-23 21:34:00 UTC,353521,patty_teague,Patricia Teague,2023-01-24 22:40:02 UTC,2024-07-31 15:57:30 UTC,https://www.inaturalist.org/observations/147292703,https://inaturalist-open-data.s3.amazonaws.com/photos/253424958/medium.jpeg,,,FALSE,SSBSRA F2C Trail Neacoxie Lake,46.10807167,-123.9311817,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
147316418,4db1fb4d-7800-4d52-9601-2ba75e4c3e46,2023-01-20 17:00:24-08:00,1/20/2023,2023-01-21 01:00:24 UTC,5475483,kylaschmitt,,2023-01-25 08:26:00 UTC,2023-01-25 15:39:34 UTC,https://www.inaturalist.org/observations/147316418,https://inaturalist-open-data.s3.amazonaws.com/photos/253472725/medium.jpg,,,FALSE,"US-101, Florence, OR, US",44.21777562,-124.1148262,31,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
147491964,d8c50311-7eff-4b8d-9780-e88196918138,1/27/2023 15:58,1/27/2023,2023-01-27 23:58:56 UTC,3976350,xenarthra59,DEG,2023-01-28 00:07:32 UTC,2023-02-19 04:31:40 UTC,https://www.inaturalist.org/observations/147491964,https://static.inaturalist.org/photos/253804329/medium.jpeg,,"I don't see river otters in Depoe Bay very often, & this is the first time I saw one leave the harbor & head out into the bay. A small thin dark brown noodle, wriggling through the water. Tail extended past the legs. Much smaller than the local harbor seals. Once out in water it stuck to the surf & seemed to debate riding the waves back onto the rocks, it kept looking at land every resurface...",FALSE,"Depoe Bay, OR 97341, USA",44.80971802,-124.061328,17,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
148040707,41ee418e-9ab7-4b77-a280-7993439118a5,2/4/2023 7:55,2/4/2023,2023-02-04 15:55:00 UTC,347675,dirb72,Justin Cook,2023-02-04 19:49:28 UTC,2023-02-05 18:09:55 UTC,https://www.inaturalist.org/observations/148040707,https://inaturalist-open-data.s3.amazonaws.com/photos/254856749/medium.jpeg,,,FALSE,"Company Lake, Troutdale, OR 97060, USA",45.5617836,-122.4060611,537,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
148394334,606c2635-3287-4120-82a8-f5230423cdfd,2023-02-08 10:24:31-08:00,2/8/2023,2023-02-08 18:24:31 UTC,4416529,abbee1,,2023-02-09 18:08:52 UTC,2023-02-09 18:17:59 UTC,https://www.inaturalist.org/observations/148394334,https://inaturalist-open-data.s3.amazonaws.com/photos/255536047/medium.jpg,,,FALSE,"Sandy River, Gresham, OR, US",45.49772833,-122.2830367,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
148641299,bb6b4551-c5ff-45b3-903d-3d0eab9a70a1,2023-02-08 11:40:12-08:00,2/8/2023,2023-02-08 19:40:12 UTC,1131447,susankirkbride,Susan Kirkbride,2023-02-12 22:01:32 UTC,2023-02-12 22:08:43 UTC,https://www.inaturalist.org/observations/148641299,https://inaturalist-open-data.s3.amazonaws.com/photos/256009070/medium.jpg,,,FALSE,"Sunnyside County Park, Foster, OR, US",44.428695,-122.6077633,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
148743451,e322b505-8668-4efa-b5d5-7d74e64a0b70,2/5/2023 11:22,2/5/2023,2023-02-05 19:22:33 UTC,6142056,restyfib,Matthew Cole,2023-02-14 05:46:31 UTC,2023-02-14 06:15:00 UTC,https://www.inaturalist.org/observations/148743451,https://static.inaturalist.org/photos/256202663/medium.jpeg,,,FALSE,"Eagle Point, OR 97524, USA",42.47091776,-122.8025499,59,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
148937916,fd3579ad-802c-44db-b640-dbb2a97cf2d4,2/15/2023 12:18,2/15/2023,2023-02-15 20:18:00 UTC,5347651,vwvoyage,,2023-02-17 01:24:51 UTC,2023-02-17 12:18:10 UTC,https://www.inaturalist.org/observations/148937916,https://inaturalist-open-data.s3.amazonaws.com/photos/256570307/medium.jpg,,,FALSE,"Eugene, OR, USA",44.07949874,-123.1052069,57,,,,,open,FALSE,,Eugene,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
150464122,8a175dc3-02d7-4be1-924d-0612915fcce7,3/6/2023 16:14,3/6/2023,2023-03-07 00:14:00 UTC,1309897,sedgequeen,Barbara L. Wilson,2023-03-07 03:24:22 UTC,2023-03-11 01:03:20 UTC,https://www.inaturalist.org/observations/150464122,https://inaturalist-open-data.s3.amazonaws.com/photos/259452479/medium.jpeg,"Adair Wildlife Area, Adair Village","Maybe?  Shit the size for a small dog, with strange white things in it.",FALSE,"Benton County, OR, USA",44.66742983,-123.2193849,180,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
150930215,08b8fa53-8fdb-4cfd-a8b5-0900936a97d6,3/11/2023 12:30,3/11/2023,2023-03-11 20:30:27 UTC,19782,planetrelations,Jeff Stephens,2023-03-12 14:53:50 UTC,2024-12-05 03:22:44 UTC,https://www.inaturalist.org/observations/150930215,https://inaturalist-open-data.s3.amazonaws.com/photos/260342013/medium.jpeg,,,FALSE,"CROOKED RIVER, OR 97760, USA",44.36536704,-121.1486878,134,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
150982750,9daf7b0c-0c04-4e1a-bfc7-7c914f13681c,3/12/2023 11:32,3/12/2023,2023-03-12 18:32:00 UTC,3861712,sean579,Sean Haight,2023-03-12 23:14:16 UTC,2023-03-13 02:19:52 UTC,https://www.inaturalist.org/observations/150982750,https://inaturalist-open-data.s3.amazonaws.com/photos/260438406/medium.jpeg,,,FALSE,"Lane County, OR, USA",44.06935,-123.263995,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232594,c16f7a61-8444-493c-be1b-6faa6a648d9e,3/14/2023 14:42,3/14/2023,2023-03-14 21:42:00 UTC,387373,jayras,,2023-03-15 19:16:17 UTC,2023-03-16 11:00:46 UTC,https://www.inaturalist.org/observations/151232594,https://inaturalist-open-data.s3.amazonaws.com/photos/260904927/medium.jpg,,,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232595,9e3e95ac-90e1-4584-bb6b-b3b17a974722,3/14/2023 14:36,3/14/2023,2023-03-14 21:36:00 UTC,387373,jayras,,2023-03-15 19:16:17 UTC,2023-03-16 11:00:45 UTC,https://www.inaturalist.org/observations/151232595,https://inaturalist-open-data.s3.amazonaws.com/photos/260905167/medium.jpg,,,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232597,353b191e-83f9-4b07-addd-bd3672684dcd,3/14/2023 14:35,3/14/2023,2023-03-14 21:35:00 UTC,387373,jayras,,2023-03-15 19:16:18 UTC,2023-03-16 11:00:43 UTC,https://www.inaturalist.org/observations/151232597,https://inaturalist-open-data.s3.amazonaws.com/photos/260905383/medium.jpg,,,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232600,9d255a8b-8e5c-423c-8f93-2d699362a21a,3/14/2023 14:33,3/14/2023,2023-03-14 21:33:00 UTC,387373,jayras,,2023-03-15 19:16:18 UTC,2023-03-16 11:00:40 UTC,https://www.inaturalist.org/observations/151232600,https://inaturalist-open-data.s3.amazonaws.com/photos/260905574/medium.jpg,,Eating a fish.,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232602,6d53d6ff-b5e1-42d1-a400-90c4a6041e27,3/14/2023 14:29,3/14/2023,2023-03-14 21:29:00 UTC,387373,jayras,,2023-03-15 19:16:18 UTC,2023-03-19 04:29:22 UTC,https://www.inaturalist.org/observations/151232602,https://inaturalist-open-data.s3.amazonaws.com/photos/260905748/medium.jpg,,Eating a crayfish.,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151232607,b68a53df-8bba-443c-bb7e-5a61d03d0ddf,3/14/2023 13:57,3/14/2023,2023-03-14 20:57:00 UTC,387373,jayras,,2023-03-15 19:16:19 UTC,2023-04-05 01:17:03 UTC,https://www.inaturalist.org/observations/151232607,https://inaturalist-open-data.s3.amazonaws.com/photos/260906039/medium.jpg,,Hauling out to eat a crayfish.,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
151686325,09050dc1-6cbd-4b16-ad07-ce47d063e6d0,1/12/2023 12:40,1/12/2023,2023-01-12 20:40:00 UTC,416993,umpquamatt,Matt Hunter,2023-03-20 01:56:06 UTC,2023-03-20 16:34:26 UTC,https://www.inaturalist.org/observations/151686325,https://static.inaturalist.org/photos/261758878/medium.jpeg,,,FALSE,"Sutherlin, OR, USA",43.39132888,-123.3627428,67,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152083495,99ef96f3-9978-4813-ad7f-b118123f30b5,2023-03-16 08:25:00-07:00,3/16/2023,2023-03-16 15:25:00 UTC,697616,lolohubb,,2023-03-23 23:47:41 UTC,2023-03-24 00:11:51 UTC,https://www.inaturalist.org/observations/152083495,https://static.inaturalist.org/photos/262496443/medium.jpg,,,FALSE,"S Carus Rd, Oregon City, OR, US",45.27287609,-122.5504645,6,,,,,open,FALSE,,,Western River Otter,Lontra canadensis pacifica,Western River Otter,Mammalia,236798
152098220,76baa581-f4d3-4b5e-a1cb-03a73f0627c3,3/22/2023 14:03,3/22/2023,2023-03-22 21:03:00 UTC,1309897,sedgequeen,Barbara L. Wilson,2023-03-24 02:57:43 UTC,2023-03-26 03:59:53 UTC,https://www.inaturalist.org/observations/152098220,https://inaturalist-open-data.s3.amazonaws.com/photos/262523134/medium.jpeg,Waldport,"Eating a crab, presumably Dungeness Crab.",FALSE,"Waldport, OR 97394, USA",44.43452296,-124.0587437,100,,,,,open,FALSE,,,Nutria de río norteamericana,Lontra canadensis,North American River Otter,Mammalia,41777
152098226,b50a6f51-50e5-45a8-bd6b-0ce4e8ea8283,3/22/2023 14:09,3/22/2023,2023-03-22 21:09:00 UTC,1309897,sedgequeen,Barbara L. Wilson,2023-03-24 02:57:44 UTC,2023-09-11 00:48:17 UTC,https://www.inaturalist.org/observations/152098226,https://inaturalist-open-data.s3.amazonaws.com/photos/262523373/medium.jpeg,Waldport,,FALSE,"Waldport, OR 97394, USA",44.43452296,-124.0587437,100,,,,,open,FALSE,,,Nutria de río norteamericana,Lontra canadensis,North American River Otter,Mammalia,41777
152315387,9b83776d-c89f-4f81-b2b5-f7c915002276,3/25/2023 12:47,3/25/2023,2023-03-25 19:47:00 UTC,387373,jayras,,2023-03-26 00:50:01 UTC,2023-03-29 15:27:00 UTC,https://www.inaturalist.org/observations/152315387,https://inaturalist-open-data.s3.amazonaws.com/photos/262901260/medium.jpg,,,FALSE,"Hammond, Warrenton, OR, USA",46.205395,-123.950212,500,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152331080,c2d41315-4937-4423-a35b-936498c4f60d,1/31/2023 12:34,1/31/2023,2023-01-31 20:34:00 UTC,416993,umpquamatt,Matt Hunter,2023-03-26 03:57:09 UTC,2023-08-28 15:24:32 UTC,https://www.inaturalist.org/observations/152331080,https://static.inaturalist.org/photos/262953108/medium.jpeg,,,FALSE,"Winchester Bay, OR 97467, USA",43.68257133,-124.1854921,392,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152431308,7e9040be-c84b-4dc1-89a4-7de515d125d2,2023-03-26 09:31:11-07:00,3/26/2023,2023-03-26 16:31:11 UTC,1942672,mratclif,,2023-03-26 22:21:20 UTC,2024-11-08 07:14:41 UTC,https://www.inaturalist.org/observations/152431308,https://inaturalist-open-data.s3.amazonaws.com/photos/263139610/medium.jpg,,Quite a find for an urban park. It appears to have some battle scars.,FALSE,"NE 47th Ave, Portland, OR, US",45.57323833,-122.6129383,91,,,,,open,FALSE,,Portland,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152442844,d80ce02c-26bd-48ee-9211-cafe18f13cba,3/26/2023 16:48,3/26/2023,2023-03-26 23:48:00 UTC,3380793,chaicat5,,2023-03-26 23:52:10 UTC,2024-11-08 07:14:24 UTC,https://www.inaturalist.org/observations/152442844,https://inaturalist-open-data.s3.amazonaws.com/photos/263159464/medium.jpeg,,Otter was swimming in the large lake. Observed us carefully before moving on. Notice wounds on forehead.,FALSE,"Northeast Portland, Portland, OR, USA",45.57372133,-122.6137573,31,,,,,open,FALSE,,Portland,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152531440,bb4aeaa2-a87b-4911-b007-dabb85740530,2023-03-25 07:42:04-07:00,3/25/2023,2023-03-25 14:42:04 UTC,3535624,veltkamp,Colton Veltkamp,2023-03-27 18:30:46 UTC,2024-10-30 06:10:13 UTC,https://www.inaturalist.org/observations/152531440,https://inaturalist-open-data.s3.amazonaws.com/photos/263326202/medium.jpg,,,FALSE,"Deschutes River, Wasco, OR, US",45.63279096,-120.9105038,29,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
152879483,770cde76-a407-4832-9caa-102799dcd7d6,3/30/2023 10:48,3/30/2023,2023-03-30 17:48:00 UTC,387373,jayras,,2023-03-30 23:12:57 UTC,2023-04-05 01:11:00 UTC,https://www.inaturalist.org/observations/152879483,https://inaturalist-open-data.s3.amazonaws.com/photos/263967370/medium.jpg,,,FALSE,"Clatsop County, OR, USA",46.172471,-123.667035,1000,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
153132367,a5357064-3c5b-4739-84e4-d7fa86eb65d9,4/1/2023 12:34,4/1/2023,2023-04-01 19:34:57 UTC,4676738,sarahyokley,Sarah Yokley,2023-04-02 03:14:52 UTC,2024-12-08 04:38:55 UTC,https://www.inaturalist.org/observations/153132367,https://static.inaturalist.org/photos/264444646/medium.jpeg,,,FALSE,"Brookings, OR 97415, USA",42.07215833,-124.3191889,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
153479085,586c448b-2381-4549-b16f-0dd121339fc7,4/4/2023 9:07,4/4/2023,2023-04-04 16:07:00 UTC,3505685,danithedeer,Dani,2023-04-04 19:28:09 UTC,2024-12-05 03:17:16 UTC,https://www.inaturalist.org/observations/153479085,https://inaturalist-open-data.s3.amazonaws.com/photos/265085257/medium.jpg,,"At least 3 otters, maybe 4, hard to tell when they're all diving at different times",FALSE,"Deschutes County, OR, USA",44.26754807,-121.2524248,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
153506562,b5aaad9a-5f42-4c2b-b9c8-0ab890186413,5/25/2018 18:31,5/25/2018,2018-05-26 01:31:00 UTC,6195372,elepaio2,Mark Nikas,2023-04-04 23:42:09 UTC,2023-04-23 10:30:42 UTC,https://www.inaturalist.org/observations/153506562,https://inaturalist-open-data.s3.amazonaws.com/photos/265137224/medium.jpeg,,,FALSE,"Harney County, OR, USA",42.80508657,-118.8664071,31,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
153629857,599a8087-8838-48f2-b4ed-560ad13636c3,2/5/2023 14:05,2/5/2023,2023-02-05 22:05:00 UTC,416993,umpquamatt,Matt Hunter,2023-04-05 23:55:39 UTC,2023-04-06 10:45:59 UTC,https://www.inaturalist.org/observations/153629857,https://static.inaturalist.org/photos/265365792/medium.jpeg,,,FALSE,"Sutherlin, OR, USA",43.39388026,-123.3626569,61,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
153650337,2389413e-cd61-497b-b179-123a0ce7b6f3,2023-04-05 08:23:25-08:00,4/5/2023,2023-04-05 16:23:25 UTC,1131447,susankirkbride,Susan Kirkbride,2023-04-06 04:01:51 UTC,2023-06-07 02:19:44 UTC,https://www.inaturalist.org/observations/153650337,https://inaturalist-open-data.s3.amazonaws.com/photos/265405515/medium.jpg,,,FALSE,"Pacific Plywood Log Pond, Willamina, OR, US",45.07985,-123.4779883,,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
154109292,bbebb475-2129-4163-b4df-cce994c6c17b,4/7/2023 14:56,4/7/2023,2023-04-07 21:56:00 UTC,463248,mikehansen97846,Mike Hansen,2023-04-09 15:23:37 UTC,2024-12-08 04:39:15 UTC,https://www.inaturalist.org/observations/154109292,https://inaturalist-open-data.s3.amazonaws.com/photos/266250138/medium.jpeg,,,FALSE,"Curry County, OR, USA",42.04452031,-124.2869921,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
155245271,1ef030fa-9aa5-4e3e-97ac-cba9428f6101,4/14/2023,4/14/2023,,6394851,pondgators,Pond Gators,2023-04-16 23:26:26 UTC,2023-08-28 15:24:25 UTC,https://www.inaturalist.org/observations/155245271,https://inaturalist-open-data.s3.amazonaws.com/photos/268325222/medium.jpeg,,Otter at fernhill!!!,FALSE,"Forest Grove, OR 97116, USA",45.50632929,-123.0875689,4,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
155968417,c5a9aec8-0d0f-4223-91d6-f744590ecd96,4/15/2023 12:52,4/15/2023,2023-04-15 19:52:00 UTC,6191605,chickeroni,Matthew Cozart,2023-04-21 23:29:24 UTC,2023-10-28 22:39:10 UTC,https://www.inaturalist.org/observations/155968417,https://inaturalist-open-data.s3.amazonaws.com/photos/269646168/medium.jpeg,,,FALSE,"Baker County, OR, USA",44.48929113,-118.1890446,2,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
155968421,6e299bc3-859c-4f8e-ad52-73f1f5e513c9,4/15/2023 12:52,4/15/2023,2023-04-15 19:52:00 UTC,6191605,chickeroni,Matthew Cozart,2023-04-21 23:29:24 UTC,2023-10-28 22:39:10 UTC,https://www.inaturalist.org/observations/155968421,https://inaturalist-open-data.s3.amazonaws.com/photos/269646184/medium.jpeg,,,FALSE,"Baker County, OR, USA",44.48928887,-118.1890411,2,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
156181158,cb95f85a-abc1-4695-aa58-29492602fc7d,2019-01-13 11:21:00-08:00,1/13/2019,2019-01-13 19:21:00 UTC,3634072,tjeske233,,2023-04-23 04:30:16 UTC,2023-04-23 10:30:41 UTC,https://www.inaturalist.org/observations/156181158,https://inaturalist-open-data.s3.amazonaws.com/photos/270036328/medium.jpg,,,FALSE,"Ed Cone Blvd, Eugene, OR, US",44.05178949,-123.1897464,24,,,,,open,FALSE,,Eugene,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
156183426,9bf99709-1a7b-47f2-bd77-e800954ded78,2018-10-11 13:27:00-07:00,10/11/2018,2018-10-11 20:27:00 UTC,3634072,tjeske233,,2023-04-23 04:53:54 UTC,2023-04-25 13:52:43 UTC,https://www.inaturalist.org/observations/156183426,https://inaturalist-open-data.s3.amazonaws.com/photos/270040881/medium.jpg,,,FALSE,"Delta Ponds, Eugene, OR, US",44.07767448,-123.107507,24,,,,,open,FALSE,,Eugene,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
156338572,7fe73308-c6f8-4a2e-a36f-41e32eaf4062,2019-09-18 10:21:00-07:00,9/18/2019,2019-09-18 17:21:00 UTC,3634072,tjeske233,,2023-04-24 00:09:01 UTC,2023-04-24 01:12:18 UTC,https://www.inaturalist.org/observations/156338572,https://inaturalist-open-data.s3.amazonaws.com/photos/270327166/medium.jpg,,Group of 5. In Marshall Pond,FALSE,"Malheur National Wildlife Refuge, Princeton, OR, US",43.26696801,-118.8435876,32,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
156343046,fa5bf674-97e0-4e81-aadd-5e78e2c96a17,2021-06-06 13:47:20-07:00,6/6/2021,2021-06-06 20:47:20 UTC,3634072,tjeske233,,2023-04-24 00:43:54 UTC,2024-02-19 14:47:07 UTC,https://www.inaturalist.org/observations/156343046,https://inaturalist-open-data.s3.amazonaws.com/photos/270336704/medium.jpg,,"Group of 8, rough location, as I don’t have exact coordinates.",FALSE,"Malheur National Wildlife Refuge, Diamond, OR, US",43.07558512,-118.8455676,44,,,,,open,FALSE,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
157610907,334f7a39-d72a-4a85-aa8e-c4b104c85538,4/26/2023 9:53,4/26/2023,2023-04-26 16:53:00 UTC,1668593,jcsullivan,John Sullivan,2023-04-29 15:07:54 UTC,2024-08-11 23:34:39 UTC,https://www.inaturalist.org/observations/157610907,https://inaturalist-open-data.s3.amazonaws.com/photos/272477015/medium.jpg,,,FALSE,"Josephine County, OR, USA",42.24638746,-123.6916688,15,,,,,open,FALSE,,,Western River Otter,Lontra canadensis pacifica,Western River Otter,Mammalia,236798
157915900,10585538-0ab7-4506-8e29-89f30b82f7b3,4/24/2023 8:35,4/24/2023,2023-04-24 15:35:35 UTC,5974132,dm67110,,2023-04-30 02:52:57 UTC,2023-05-01 11:00:22 UTC,https://www.inaturalist.org/observations/157915900,https://static.inaturalist.org/photos/272981773/medium.jpeg,,,FALSE,"WIN BAY, OR 97467, USA",43.68044392,-123.9386388,20,,,,,open,FALSE,gps,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
